"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.704083457E1,2.806555480E-2,1.021480858E-1,3.014469147E-2,1.101390450E-1
2.706065790E1,1.013047993E-3,1.202463955E-1,2.179718018E-2,1.222102244E-1
2.708047866E1,-8.233159781E-3,1.258117110E-1,2.756118774E-3,1.261109342E-1
2.710030097E1,-2.568935603E-2,1.230912507E-1,7.972717285E-4,1.257459130E-1
2.712012364E1,-3.701877594E-2,1.342585087E-1,-1.530456543E-2,1.401069829E-1
2.713994509E1,-5.821675062E-2,1.435217857E-1,-1.168632507E-2,1.553198739E-1
2.715974579E1,-6.818023324E-2,1.453202516E-1,-2.429962158E-2,1.623483641E-1
2.717959011E1,-7.399801165E-2,1.294648796E-1,-4.295253754E-2,1.551830573E-1
2.719940554E1,-9.042987227E-2,1.138495505E-1,-4.422855377E-2,1.519718622E-1
2.721923411E1,-1.028005481E-1,9.634929895E-2,-5.948925018E-2,1.529382587E-1
2.723903966E1,-1.065767407E-1,7.381564379E-2,-7.389640808E-2,1.492247636E-1
2.725887824E1,-1.054069102E-1,4.092432559E-2,-9.336948395E-2,1.466399593E-1
2.727870022E1,-1.055125222E-1,1.416134834E-2,-9.854698181E-2,1.450687552E-1
2.729850108E1,-1.018851101E-1,-7.477849722E-3,-1.086225510E-1,1.491152322E-1
2.731832302E1,-1.072396785E-1,-1.996329427E-2,-1.223030090E-1,1.638807731E-1
2.733814517E1,-9.334980696E-2,-4.731012881E-2,-1.325235367E-1,1.688636211E-1
2.735797374E1,-8.475600183E-2,-6.871362031E-2,-1.253566742E-1,1.661909661E-1
2.737779564E1,-6.687557697E-2,-7.663455606E-2,-1.286497116E-1,1.639998362E-1
2.739760000E1,-5.425395817E-2,-8.822833002E-2,-1.302938461E-1,1.664458366E-1
2.741743948E1,-3.255618364E-2,-8.324375749E-2,-1.289424896E-1,1.568935750E-1
2.743726187E1,-2.228279039E-2,-7.850047946E-2,-1.204299927E-1,1.454724412E-1
2.745709756E1,-2.960078418E-3,-5.831736326E-2,-1.046485901E-1,1.198374079E-1
2.747691987E1,5.491755903E-3,-2.905689180E-2,-9.841918945E-2,1.027657491E-1
2.749674218E1,1.793987304E-2,-1.251965761E-3,-8.361339569E-2,8.552547224E-2
2.751654353E1,3.757000715E-2,1.444497705E-2,-7.752418518E-2,8.735079900E-2
2.753638614E1,4.082692415E-2,5.559840798E-2,-5.079746246E-2,8.566447863E-2
2.755620828E1,4.298844188E-2,9.876932204E-2,-4.218482971E-2,1.156846791E-1
2.757603128E1,5.963779241E-2,1.108790338E-1,-2.958679199E-2,1.293298290E-1
2.759582694E1,5.341282487E-2,1.385757625E-1,-2.067565918E-2,1.499455058E-1
2.761567439E1,6.020925194E-2,1.610035598E-1,-1.521396637E-2,1.725652487E-1
2.763549682E1,6.334651262E-2,1.728531122E-1,-4.772186279E-3,1.841568702E-1
2.765529785E1,6.250417233E-2,1.776738167E-1,-4.010200500E-3,1.883901229E-1
2.767514135E1,5.749723315E-2,1.826923639E-1,-7.571220398E-3,1.916761723E-1
2.769496289E1,5.960859358E-2,1.607802659E-1,-2.438545227E-3,1.714917632E-1
2.771478487E1,6.621877104E-2,1.446579546E-1,-1.716613770E-3,1.591030993E-1
2.773460782E1,6.977488101E-2,1.241707504E-1,9.297370911E-3,1.427352457E-1
2.775442985E1,7.647626847E-2,9.295068681E-2,7.981300354E-3,1.206322966E-1
2.777425175E1,8.318167925E-2,9.143632650E-2,1.802158356E-2,1.249182574E-1
2.779407304E1,9.910643846E-2,5.189046264E-2,2.561187744E-2,1.147635592E-1
2.781387581E1,1.007189602E-1,3.296467662E-2,2.764034271E-2,1.095215385E-1
2.783371790E1,1.087778136E-1,1.171202958E-2,3.629302979E-2,1.152691129E-1
2.785353988E1,1.227238998E-1,-1.328198612E-2,3.870773315E-2,1.293671339E-1
2.787336194E1,1.350655854E-1,-3.235583007E-2,4.218959808E-2,1.451536230E-1
2.789318347E1,1.464285553E-1,-5.780171603E-2,5.416870117E-2,1.664830573E-1
2.791301437E1,1.526537240E-1,-5.601068586E-2,6.558895111E-2,1.753347281E-1
2.793282760E1,1.517451704E-1,-6.080863625E-2,6.020545959E-2,1.742095989E-1
2.795264994E1,1.531582624E-1,-5.082663894E-2,5.801963806E-2,1.714849234E-1
2.797247246E1,1.455188990E-1,-3.723448515E-2,6.067562103E-2,1.619990365E-1
2.799229383E1,1.387927830E-1,-3.266020119E-2,6.483364105E-2,1.566318179E-1
2.801209856E1,1.283226609E-1,-2.335871756E-2,7.413291931E-2,1.500267467E-1
2.803193783E1,1.231445000E-1,-8.910387754E-3,7.103252411E-2,1.424415051E-1
2.805176030E1,1.133023053E-1,1.108497381E-2,6.018161774E-2,1.287715658E-1
2.807158200E1,9.091126174E-2,2.884203196E-2,4.473590851E-2,1.053471491E-1
2.809140398E1,7.748048007E-2,5.359658599E-2,3.860282898E-2,1.018135415E-1
2.811122608E1,6.586346030E-2,7.258300483E-2,3.219985962E-2,1.031654930E-1
2.813104835E1,3.662855923E-2,8.762592077E-2,3.603649139E-2,1.015804216E-1
2.815087098E1,2.227669209E-2,1.097280979E-1,3.126525879E-2,1.162498296E-1
2.817069239E1,6.473273039E-3,1.189793199E-1,2.062225342E-2,1.209266686E-1
2.819048524E1,-1.167776436E-2,1.263849288E-1,1.873397827E-2,1.282984114E-1
2.821033676E1,-2.860371023E-2,1.291180104E-1,6.108283997E-3,1.323893651E-1
2.823012599E1,-4.584324360E-2,1.343160570E-1,-8.854866028E-3,1.421999114E-1
2.824998084E1,-5.259075016E-2,1.335944682E-1,-6.418228149E-3,1.437166052E-1
2.826980274E1,-6.351248175E-2,1.324665099E-1,-3.012752533E-2,1.499629267E-1
2.828962497E1,-7.856498659E-2,1.288610995E-1,-3.227996826E-2,1.543361151E-1
2.830944679E1,-8.669184148E-2,1.122705340E-1,-4.493999481E-2,1.487943256E-1
2.832926889E1,-9.433513135E-2,1.015012562E-1,-5.916595459E-2,1.506725994E-1
2.834909079E1,-1.054829210E-1,7.194641232E-2,-6.836605072E-2,1.448338695E-1
2.836891290E1,-1.181501299E-1,3.958736360E-2,-8.980083466E-2,1.535929766E-1
2.838873553E1,-1.168678775E-1,1.116256416E-2,-1.066884995E-1,1.586352406E-1
2.840855731E1,-1.096483469E-1,-7.032960653E-3,-1.131820679E-1,1.577415703E-1
2.842837925E1,-1.100781858E-1,-3.824383020E-2,-1.210374832E-1,1.680174690E-1
2.844820155E1,-1.038130447E-1,-5.653610080E-2,-1.187772751E-1,1.675754159E-1
2.846802414E1,-8.655064553E-2,-6.784129143E-2,-1.250610352E-1,1.665344336E-1
2.848784617E1,-7.697410882E-2,-8.339619637E-2,-1.317415237E-1,1.738843526E-1
2.850766746E1,-6.860394031E-2,-8.442793787E-2,-1.179237366E-1,1.604387265E-1
2.852748976E1,-3.821613640E-2,-9.026759863E-2,-1.271486282E-1,1.605474575E-1
2.854731154E1,-2.660944685E-2,-7.903176546E-2,-1.108951569E-1,1.387509223E-1
2.856713405E1,-1.213469356E-2,-4.567523301E-2,-9.956645966E-2,1.102132369E-1
2.858695566E1,-4.578784108E-3,-2.289238572E-2,-9.897422791E-2,1.016903357E-1
2.860677826E1,9.351789951E-3,-1.708671451E-3,-9.062290192E-2,9.112017277E-2
2.862660028E1,2.642238140E-2,2.578693628E-2,-6.477451324E-2,7.455766820E-2
2.864642202E1,3.614658117E-2,5.132713914E-2,-4.885959625E-2,7.955068000E-2
2.866624461E1,4.879783839E-2,7.473316789E-2,-4.541587830E-2,1.001442830E-1
2.868606622E1,4.897842556E-2,1.068654656E-1,-3.019237518E-2,1.213700681E-1
2.870587697E1,5.831784755E-2,1.324354857E-1,-2.186489105E-2,1.463495906E-1
2.872569472E1,5.643323064E-2,1.559865773E-1,-2.033615112E-2,1.671229513E-1
2.874553217E1,6.134311855E-2,1.720523685E-1,-1.290988922E-2,1.831165229E-1
2.876535451E1,6.344827265E-2,1.658397913E-1,-1.328372955E-2,1.780589148E-1
2.878517731E1,5.746188760E-2,1.704770327E-1,-3.949165344E-3,1.799441110E-1
2.880499933E1,6.356870383E-2,1.504735053E-1,-5.044937134E-3,1.634279881E-1
2.882482127E1,7.101324201E-2,1.221687347E-1,-4.494667053E-3,1.413799219E-1
2.884464338E1,7.708533853E-2,1.050434560E-1,3.851890564E-3,1.303499678E-1
2.886446564E1,8.520584553E-2,7.338075340E-2,5.237579346E-3,1.125708813E-1
2.888428693E1,1.009260938E-1,5.495393276E-2,1.117897034E-2,1.154598653E-1
2.890410936E1,1.121971980E-1,2.493804693E-2,1.042175293E-2,1.154068038E-1
2.892391279E1,1.193174422E-1,8.821323514E-3,2.668380737E-2,1.225825980E-1
2.894375292E1,1.258731186E-1,-1.885972917E-2,3.726673126E-2,1.326217955E-1
2.896357506E1,1.351049840E-1,-2.756762505E-2,4.125118256E-2,1.439270326E-1
2.898339802E1,1.431927979E-1,-4.102550447E-2,5.655288696E-2,1.593282725E-1
2.900321988E1,1.521820426E-1,-5.257263780E-2,6.841278076E-2,1.749387462E-1
2.902304125E1,1.558448970E-1,-5.610865355E-2,7.967853546E-2,1.838055547E-1
2.904286327E1,1.512414217E-1,-5.162490904E-2,8.545112610E-2,1.812208427E-1
2.906268525E1,1.546188891E-1,-5.586262047E-2,7.351970673E-2,1.800910339E-1
2.908250813E1,1.421604156E-1,-3.839585185E-2,7.854747772E-2,1.668937730E-1
2.910232995E1,1.326804459E-1,-4.501712322E-2,6.582927704E-2,1.548035394E-1
2.912213036E1,1.274642348E-1,-2.366586030E-2,6.376838684E-2,1.444770268E-1
2.914197419E1,1.074333936E-1,-1.411533356E-2,5.347347260E-2,1.208328969E-1
2.916179561E1,9.291528165E-2,3.804966807E-3,5.949687958E-2,1.103974910E-1
2.918161844E1,8.042348176E-2,2.553418279E-2,4.098510742E-2,9.380676916E-2
2.920144083E1,5.820231140E-2,4.830999672E-2,3.921222687E-2,8.519955147E-2
2.922126269E1,4.688244313E-2,5.898375809E-2,3.199291229E-2,8.185715381E-2
2.924108410E1,3.185337037E-2,7.779145241E-2,3.321170807E-2,9.038343225E-2
2.926090616E1,1.953375340E-2,8.860683441E-2,1.320457458E-2,9.169023621E-2
2.928072867E1,-4.801481962E-3,1.037478298E-1,-2.599716187E-3,1.038914094E-1
2.930053251E1,-1.943469793E-2,1.100701243E-1,-9.740829468E-3,1.121963613E-1
2.932037308E1,-3.938091919E-2,1.106280535E-1,-2.366065979E-3,1.174522086E-1
2.934019425E1,-5.176304281E-2,1.178291291E-1,-1.598358154E-2,1.296865110E-1
2.935999406E1,-5.849675089E-2,1.310861707E-1,-1.429939270E-2,1.442564613E-1
2.937983846E1,-7.473976910E-2,1.294267774E-1,-2.503204346E-2,1.515385330E-1
2.939966044E1,-8.835068345E-2,1.166598052E-1,-3.664684296E-2,1.508586905E-1
2.941948283E1,-1.012650579E-1,1.053317934E-1,-4.443550110E-2,1.527216829E-1
2.943930587E1,-1.165972501E-1,8.327363431E-2,-6.295490265E-2,1.565015549E-1
2.945912679E1,-1.130804569E-1,5.944724381E-2,-7.910919189E-2,1.502645293E-1
2.947894902E1,-1.182590052E-1,3.634667397E-2,-1.003580093E-1,1.593047490E-1
2.949877071E1,-1.162453964E-1,8.318200707E-3,-1.088361740E-1,1.594600183E-1
2.951859363E1,-1.121040881E-1,-2.068488300E-2,-1.110658646E-1,1.591565808E-1
2.953839518E1,-1.076989323E-1,-3.132770956E-2,-1.227903366E-1,1.663068013E-1
2.955823702E1,-1.040001139E-1,-5.593776703E-2,-1.297159195E-1,1.754174371E-1
2.957806401E1,-9.543267637E-2,-7.919237018E-2,-1.280088425E-1,1.782276380E-1
2.959788188E1,-8.117550611E-2,-9.418913722E-2,-1.296520233E-1,1.796404841E-1
2.961770386E1,-6.205985695E-2,-1.004323214E-1,-1.274795532E-1,1.737501468E-1
2.963752625E1,-5.156302452E-2,-9.645658731E-2,-1.173000336E-1,1.603805369E-1
2.965734721E1,-3.058250248E-2,-8.177601546E-2,-1.159257889E-1,1.451254447E-1
2.967714873E1,-1.635343954E-2,-6.382758170E-2,-1.065587997E-1,1.252843684E-1
2.969699146E1,1.294098794E-3,-3.841967881E-2,-9.392929077E-2,1.014911724E-1
2.971681356E1,6.449863315E-3,7.869452238E-4,-7.737159729E-2,7.764395718E-2
2.973663607E1,3.209054470E-2,1.950836182E-2,-6.660652161E-2,7.646442284E-2
2.975645826E1,4.184331745E-2,5.145362020E-2,-5.076789856E-2,8.352076251E-2
2.977625904E1,3.447572142E-2,7.279355824E-2,-3.094291687E-2,8.628407497E-2
2.979610234E1,4.462245852E-2,8.961616457E-2,-2.629280090E-2,1.035061937E-1
2.981592440E1,5.255220085E-2,1.089035422E-1,-1.751613617E-2,1.221823651E-1
2.983574586E1,6.233267486E-2,1.328260452E-1,-1.400852203E-2,1.473918563E-1
2.985556788E1,5.852551758E-2,1.520853192E-1,-1.000690460E-2,1.632645664E-1
2.987539002E1,6.118517369E-2,1.564205289E-1,-6.107330322E-3,1.680723262E-1
2.989521200E1,5.919360369E-2,1.613837779E-1,-4.650115967E-3,1.719599664E-1
2.991503411E1,6.626893580E-2,1.526430398E-1,3.866195679E-3,1.664524464E-1
2.993485613E1,6.774787605E-2,1.258783191E-1,3.053665161E-3,1.429840929E-1
2.995467819E1,7.715571672E-2,1.109329611E-1,8.627891541E-3,1.354015029E-1
2.997447918E1,8.679982275E-2,7.348611951E-2,8.129119873E-3,1.140197421E-1
2.999432240E1,9.581210464E-2,4.587613046E-2,2.153778076E-2,1.083902890E-1
3.001414446E1,1.080562696E-1,2.558654547E-2,2.989292145E-2,1.149974585E-1
3.003396648E1,1.160607263E-1,6.181776524E-3,2.958965302E-2,1.199327067E-1
3.005378175E1,1.255843341E-1,-1.103097200E-2,3.957557678E-2,1.321337716E-1
3.007358929E1,1.363888681E-1,-3.769187629E-2,4.670810699E-2,1.490108994E-1
3.009343271E1,1.411893666E-1,-4.039345682E-2,6.512737274E-2,1.606475747E-1
3.011325498E1,1.477973759E-1,-6.440420449E-2,6.639957428E-2,1.743584508E-1
3.013307672E1,1.587601900E-1,-7.048562169E-2,7.003688812E-2,1.872917150E-1
3.015289882E1,1.474936306E-1,-5.763623118E-2,7.491016388E-2,1.751794477E-1
3.017272092E1,1.442597061E-1,-5.967842042E-2,7.444381714E-2,1.729573895E-1
3.019254380E1,1.300236285E-1,-5.144934356E-2,7.300758362E-2,1.577443697E-1
3.021236513E1,1.302323043E-1,-4.421938956E-2,7.251548767E-2,1.554808781E-1
3.023218723E1,1.156350672E-1,-3.150059283E-2,6.603527069E-2,1.368371773E-1
3.025200913E1,1.051877290E-1,-1.883473992E-2,5.872058868E-2,1.219315927E-1
3.027181040E1,9.494696558E-2,-6.609290838E-3,4.323101044E-2,1.045348232E-1
3.029165338E1,6.925874203E-2,1.298847795E-2,4.398536682E-2,8.306736063E-2
3.031145713E1,5.585447699E-2,3.476145864E-2,3.149795532E-2,7.293972029E-2
3.033129828E1,3.706260771E-2,4.940856993E-2,2.896595001E-2,6.821927831E-2
3.035111957E1,2.419894189E-2,7.040959597E-2,2.482032776E-2,7.848024377E-2
3.037094236E1,9.441338480E-3,8.102551103E-2,1.498985291E-2,8.293954424E-2
3.039076378E1,-3.159306943E-3,8.391515911E-2,1.068210602E-2,8.465129968E-2
3.041058596E1,-3.325198963E-2,1.065503210E-1,2.443313599E-3,1.116451320E-1
3.043040839E1,-3.931881487E-2,1.167258173E-1,-4.744529724E-3,1.232614952E-1
3.045022988E1,-5.495261401E-2,1.207929850E-1,-1.311302185E-2,1.333517392E-1
3.047005252E1,-5.938368291E-2,1.126876175E-1,-2.357769012E-2,1.295408369E-1
3.048987393E1,-7.469746470E-2,1.163407862E-1,-1.931858063E-2,1.395997755E-1
3.050967552E1,-8.715249598E-2,1.042505205E-1,-3.436565399E-2,1.401596474E-1
3.052948481E1,-1.023703739E-1,9.742972255E-2,-4.689979553E-2,1.489020991E-1
3.054931977E1,-1.096887663E-1,7.510408759E-2,-6.224250793E-2,1.467868496E-1
3.056914110E1,-1.156946719E-1,5.849185586E-2,-7.512283325E-2,1.498332219E-1
3.058896381E1,-1.104183272E-1,2.975955606E-2,-8.559989929E-2,1.428467042E-1
3.060877469E1,-1.196929738E-1,3.129988909E-3,-8.676910400E-2,1.478684625E-1
3.062861408E1,-1.085145026E-1,-2.175089717E-2,-1.123895645E-1,1.577336775E-1
3.064843619E1,-1.111173332E-1,-3.686070442E-2,-1.133308411E-1,1.629406419E-1
3.066825866E1,-1.070596129E-1,-6.185282767E-2,-1.175966263E-1,1.706355752E-1
3.068808039E1,-9.393823892E-2,-8.424226940E-2,-1.285142899E-1,1.801029577E-1
3.070790237E1,-7.721725106E-2,-8.768349886E-2,-1.300773621E-1,1.748457033E-1
3.072773884E1,-6.470704824E-2,-8.879318833E-2,-1.208372116E-1,1.633182908E-1
3.074756172E1,-5.441814661E-2,-8.436623216E-2,-1.100530624E-1,1.489653395E-1
3.076738358E1,-3.904794157E-2,-7.175385207E-2,-1.071023941E-1,1.347007047E-1
3.078720560E1,-1.525016874E-2,-5.119927227E-2,-1.063404083E-1,1.190051073E-1
3.080699177E1,5.426950753E-3,-3.065943718E-2,-9.025287628E-2,9.547269013E-2
3.082684989E1,5.899362266E-3,8.938312531E-4,-7.958602905E-2,7.980938184E-2
3.084667110E1,3.020497411E-2,2.080301940E-2,-6.649208069E-2,7.593617631E-2
3.086649381E1,3.225406259E-2,5.669771135E-2,-5.475616455E-2,8.516567725E-2
3.088631534E1,4.672008008E-2,7.342794538E-2,-4.349136353E-2,9.729299947E-2
3.090614269E1,5.317781121E-2,1.021401584E-1,-2.713489532E-2,1.183080475E-1
3.092595943E1,5.090626329E-2,1.307091564E-1,-2.155590057E-2,1.419189489E-1
3.094576249E1,5.078956485E-2,1.369691491E-1,-9.881973267E-3,1.464164646E-1
3.096558943E1,6.133551896E-2,1.394097954E-1,-5.010604858E-3,1.523884612E-1
3.098542557E1,6.839318573E-2,1.507630050E-1,-1.947402954E-3,1.655623868E-1
3.100522684E1,6.700918823E-2,1.397583485E-1,5.111694336E-4,1.549931888E-1
3.102506970E1,6.889455020E-2,1.301755756E-1,-1.030921936E-2,1.476428784E-1
3.104489233E1,7.223562151E-2,9.734895825E-2,3.599166870E-3,1.212755486E-1
3.106471444E1,9.055153280E-2,7.821442187E-2,8.527755737E-3,1.199574862E-1
3.108453804E1,9.593319893E-2,4.534390569E-2,1.863098145E-2,1.077328265E-1
3.110437052E1,9.969075769E-2,3.244036436E-2,2.800655365E-2,1.085126327E-1
3.112418005E1,1.090297401E-1,1.405249536E-2,3.630733490E-2,1.157721012E-1
3.114400216E1,1.207351163E-1,-8.918970823E-3,4.281806946E-2,1.284130189E-1
3.116382418E1,1.310677081E-1,-3.715322912E-2,4.343032837E-2,1.429870623E-1
3.118364612E1,1.356647760E-1,-3.861270845E-2,4.983043671E-2,1.495959395E-1
3.120346810E1,1.434951127E-1,-5.045242608E-2,5.638217926E-2,1.622197423E-1
3.122329082E1,1.370532811E-1,-6.316220760E-2,6.391716003E-2,1.638855383E-1
3.124311251E1,1.501982510E-1,-7.203794271E-2,6.611251831E-2,1.792201018E-1
3.126293474E1,1.413855553E-1,-5.507448316E-2,7.559680939E-2,1.695227168E-1
3.128275664E1,1.359458864E-1,-5.116443336E-2,7.957839966E-2,1.656254961E-1
3.130255730E1,1.318406463E-1,-4.599253833E-2,7.306671143E-2,1.575944603E-1
3.132240072E1,1.225191951E-1,-3.809644282E-2,6.323337555E-2,1.430410847E-1
3.134220358E1,1.070835814E-1,-4.148724675E-2,6.229400635E-2,1.306469604E-1
3.136204529E1,9.107995778E-2,-2.125476301E-2,6.153869629E-2,1.119568435E-1
3.138186671E1,7.369914651E-2,-2.853199840E-3,3.954982758E-2,8.368926936E-2
3.140168962E1,6.248196959E-2,1.472291350E-2,3.064537048E-2,7.113297012E-2
3.142151095E1,5.350913852E-2,3.146827221E-2,2.812576294E-2,6.815085181E-2
3.144133399E1,3.838673979E-2,5.161146820E-2,2.779388428E-2,7.006986117E-2
3.146115581E1,2.388010174E-2,6.455719471E-2,2.106761932E-2,7.198427073E-2
3.148097710E1,1.734159887E-3,7.800945640E-2,1.906776428E-2,8.032472989E-2
3.150080750E1,-1.575369388E-2,7.449242473E-2,3.413200378E-3,7.621646902E-2
3.152062123E1,-2.542324737E-2,9.517742693E-2,3.746032715E-3,9.858558143E-2
3.154042213E1,-3.809716552E-2,1.050786823E-1,7.380485535E-3,1.120151555E-1
3.156026612E1,-5.198128894E-2,1.126140505E-1,-1.617431641E-2,1.250823220E-1
3.158008835E1,-7.361079007E-2,1.176650673E-1,-2.334690094E-2,1.407433631E-1
3.159991021E1,-7.867833972E-2,1.098245084E-1,-2.675342560E-2,1.377223641E-1
3.161973154E1,-9.987368435E-2,1.075311750E-1,-3.862762451E-2,1.517557241E-1
3.163955364E1,-9.976515174E-2,8.710026741E-2,-5.788993835E-2,1.445364558E-1
3.165937550E1,-1.160575002E-1,6.393492222E-2,-6.718063354E-2,1.485606111E-1
3.167917734E1,-1.248717308E-1,5.137851834E-2,-8.827495575E-2,1.613231822E-1
3.169901959E1,-1.207473949E-1,1.373761892E-2,-9.755325317E-2,1.558373920E-1
3.171884161E1,-1.203579307E-1,-6.193622947E-3,-9.584712982E-2,1.539839756E-1
3.173866408E1,-1.217199340E-1,-2.122075856E-2,-1.085910797E-1,1.644934209E-1
3.175848569E1,-1.073110327E-1,-4.167817533E-2,-1.173620224E-1,1.643976044E-1
3.177830772E1,-1.126033962E-1,-5.941297114E-2,-1.194219589E-1,1.745595321E-1
3.179812994E1,-9.498082846E-2,-8.034363389E-2,-1.121110916E-1,1.674674719E-1
3.181795196E1,-9.303849190E-2,-8.121060580E-2,-1.208992004E-1,1.728234363E-1
3.183775303E1,-7.042770088E-2,-9.020629525E-2,-1.299943924E-1,1.731928948E-1
3.185759609E1,-6.084702909E-2,-8.812124282E-2,-1.199007034E-1,1.607603591E-1
3.187741921E1,-3.533731401E-2,-6.756919622E-2,-1.050987244E-1,1.298463088E-1
3.189724034E1,-2.161209658E-2,-4.340101779E-2,-1.047630310E-1,1.154383980E-1
3.191706219E1,-8.662730455E-3,-2.471427619E-2,-8.752536774E-2,9.135933638E-2
3.193688438E1,1.170180738E-2,-7.527247071E-3,-7.930088043E-2,8.051224368E-2
3.195670644E1,9.472131729E-3,2.714641392E-2,-6.218910217E-2,6.851374678E-2
3.197652838E1,2.273554355E-2,4.022000730E-2,-6.102180481E-2,7.653897432E-2
3.199635048E1,3.913222998E-2,6.477698684E-2,-4.225826263E-2,8.667842989E-2
3.201617243E1,4.158304632E-2,9.223039448E-2,-3.351783752E-2,1.065788011E-1
3.203599449E1,4.095160961E-2,1.202366948E-1,-2.698707581E-2,1.298545316E-1
3.205581663E1,5.145524442E-2,1.304232329E-1,-1.812553406E-2,1.413732536E-1
3.207563926E1,5.770243704E-2,1.232838929E-1,-1.282882690E-2,1.367225961E-1
3.209546072E1,5.096409470E-2,1.286824346E-1,-1.443672180E-2,1.391579205E-1
3.211528351E1,6.250488013E-2,1.433899999E-1,-2.173423767E-3,1.564361719E-1
3.213506895E1,7.206795365E-2,1.162115932E-1,1.435279846E-3,1.367515424E-1
3.215492690E1,7.615824044E-2,8.523060381E-2,1.249790192E-2,1.149805678E-1
3.217474921E1,8.005131036E-2,7.341158390E-2,1.019954681E-2,1.090940131E-1
3.219457180E1,9.705175459E-2,5.436380208E-2,2.619743347E-2,1.142837327E-1
3.221439411E1,1.056088656E-1,2.406775951E-2,3.173542023E-2,1.128699537E-1
3.223421593E1,1.167360470E-1,1.605279744E-2,3.522300720E-2,1.229864106E-1
3.225403726E1,1.239386424E-1,-1.243132353E-2,4.474163055E-2,1.323523268E-1
3.227385977E1,1.341306865E-1,-2.618850768E-2,4.398345947E-2,1.435667918E-1
3.229368143E1,1.422307491E-1,-4.799449444E-2,5.145835876E-2,1.586852866E-1
3.231350406E1,1.471686065E-1,-5.634856224E-2,6.341171265E-2,1.698670201E-1
3.233330443E1,1.491278410E-1,-7.080475986E-2,6.360435486E-2,1.769122408E-1
3.235312174E1,1.422817856E-1,-7.072871923E-2,6.907463074E-2,1.732569273E-1
3.237296984E1,1.449767053E-1,-6.885261834E-2,7.724571228E-2,1.781174562E-1
3.239279223E1,1.417764723E-1,-6.549991667E-2,7.271289825E-2,1.722729600E-1
3.241261356E1,1.264236718E-1,-5.383622646E-2,7.344913483E-2,1.558077645E-1
3.243243554E1,1.225991696E-1,-4.290269315E-2,7.086563110E-2,1.479632898E-1
3.245225772E1,1.057408303E-1,-3.041839600E-2,6.114959717E-2,1.258796061E-1
3.247207983E1,9.035230428E-2,-1.622973382E-2,5.364131927E-2,1.063218429E-1
3.249190189E1,8.129726350E-2,3.834217787E-4,4.431247711E-2,9.259042981E-2
3.251170320E1,6.080562621E-2,2.502843738E-2,4.787731171E-2,8.133869825E-2
3.253152449E1,4.429791123E-2,3.888569772E-2,3.660964966E-2,6.938781503E-2
3.255136844E1,2.860827744E-2,5.537238717E-2,3.190708160E-2,7.001854508E-2
3.257119010E1,7.961496711E-3,6.908850372E-2,2.196025848E-2,7.293051301E-2
3.259101212E1,-1.227130741E-2,8.165434003E-2,1.489448547E-2,8.390388506E-2
3.261083398E1,-1.826642454E-2,8.302289248E-2,9.684562683E-3,8.555848114E-2
3.263065617E1,-3.555699438E-2,9.554015100E-2,2.829551697E-3,1.019815016E-1
3.265047831E1,-4.709073529E-2,9.695817530E-2,3.490447998E-4,1.077893638E-1
3.267030090E1,-6.116747111E-2,1.095317155E-1,-3.426551819E-3,1.255005876E-1
3.269012260E1,-7.765549421E-2,1.102258414E-1,-2.145290375E-2,1.365296267E-1
3.270994503E1,-8.588596433E-2,9.583306313E-2,-3.105640411E-2,1.323815512E-1
3.272976648E1,-9.038235247E-2,8.968761563E-2,-3.933715820E-2,1.332675882E-1
3.274956714E1,-1.050840318E-1,7.572765648E-2,-5.919075012E-2,1.424109427E-1
3.276941060E1,-1.161363944E-1,5.285985768E-2,-6.453990936E-2,1.429937991E-1
3.278921187E1,-1.231723055E-1,3.618350625E-2,-8.012199402E-2,1.513281101E-1
3.280905457E1,-1.286275685E-1,1.906259358E-2,-9.075546265E-2,1.585717120E-1
3.282887675E1,-1.284874380E-1,-3.018736839E-3,-9.913730621E-2,1.623155568E-1
3.284869877E1,-1.233960614E-1,-2.094341815E-2,-1.124963760E-1,1.682874010E-1
3.286852092E1,-1.252093911E-1,-4.928773642E-2,-1.176214218E-1,1.787217711E-1
3.288834290E1,-1.103045791E-1,-5.839705467E-2,-1.274328232E-1,1.783716362E-1
3.290816500E1,-9.540753067E-2,-7.932137698E-2,-1.269817352E-1,1.775354580E-1
3.292798710E1,-8.782371134E-2,-8.249578625E-2,-1.284637451E-1,1.761291936E-1
3.294777898E1,-7.742474228E-2,-7.150377333E-2,-1.160573959E-1,1.567695744E-1
3.296763111E1,-5.432632565E-2,-7.349165529E-2,-1.216754913E-1,1.521752222E-1
3.298743201E1,-4.259900004E-2,-5.530090630E-2,-1.073436737E-1,1.280450285E-1
3.300725464E1,-2.227009088E-2,-3.052960336E-2,-1.002216339E-1,1.071092411E-1
3.302709713E1,-1.181880385E-2,-5.455747247E-3,-8.748626709E-2,8.844939927E-2
3.304691932E1,-1.258589327E-3,9.477660060E-3,-7.318878174E-2,7.381062159E-2
3.306674138E1,1.772438735E-2,3.400257230E-2,-5.978965759E-2,7.102909252E-2
3.308656352E1,2.211592346E-2,5.267395079E-2,-5.370426178E-2,7.840795174E-2
